怪物ID,怪物类型,怪物所在的格子,掉落包ID,怪物序号,关卡ID备注,副本ID备注,地图名备注,副本名称备注,,,,,,,,,
20421,1026,3,1002,1,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20422,1027,6,1001,2,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20423,1028,9,1002,3,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20424,1029,5,1001,4,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20425,1030,4,1002,5,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20426,1027,7,1001,6,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20427,1028,10,1002,7,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20428,1029,11,1001,8,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20429,1030,12,1002,9,2042,204,苏州城,苏州客栈(1),,,,,,,,,
20431,1031,6,1001,1,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20432,1032,5,1002,2,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20433,1033,1,1001,3,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20434,1034,4,1002,4,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20435,1035,7,1001,5,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20436,1032,8,1002,6,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20437,1033,10,1001,7,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20438,1034,11,1002,8,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20439,1035,12,1001,9,2043,204,苏州城,苏州客栈(1),,,,,,,,,
20511,1036,3,1002,1,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20512,1037,9,1001,2,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20513,1038,5,1002,3,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20514,1039,1,1001,4,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20515,1040,4,1002,5,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20516,1037,8,1001,6,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20517,1038,10,1002,7,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20518,1039,11,1001,8,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20519,1040,12,1002,9,2051,205,苏州城,苏州客栈(2),,,,,,,,,
20521,1041,3,1001,1,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20522,1042,9,1002,2,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20523,1043,5,1001,3,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20524,1044,4,1002,4,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20525,1045,7,1001,5,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20526,1042,8,1002,6,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20527,1043,10,1001,7,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20528,1044,11,1002,8,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20529,1045,12,1001,9,2052,205,苏州城,苏州客栈(2),,,,,,,,,
20531,1046,9,1002,1,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20532,1047,5,1001,2,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20533,1048,8,1002,3,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20534,1049,1,1001,4,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20535,1050,7,1002,5,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20536,1047,2,1001,6,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20537,1048,10,1002,7,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20538,1049,11,1001,8,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20539,1050,12,1002,9,2053,205,苏州城,苏州客栈(2),,,,,,,,,
20611,1051,3,1001,1,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20612,1052,2,1002,2,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20613,1053,5,1001,3,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20614,1054,1,1002,4,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20615,1055,4,1001,5,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20616,1052,7,1002,6,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20617,1053,10,1001,7,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20618,1054,11,1002,8,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20619,1055,12,1001,9,2061,206,苏州城,苏州客栈(3),,,,,,,,,
20621,1056,9,1002,1,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20622,1057,5,1001,2,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20623,1058,8,1002,3,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20624,1059,4,1001,4,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20625,1060,7,1002,5,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20626,1057,1,1001,6,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20627,1058,10,1002,7,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20628,1059,11,1001,8,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20629,1060,12,1002,9,2062,206,苏州城,苏州客栈(3),,,,,,,,,
20631,1061,3,1001,1,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20632,1062,9,1002,2,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20633,1063,5,1001,3,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20634,1064,1,1002,4,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20635,1065,7,1001,5,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20636,1062,8,1002,6,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20637,1063,10,1001,7,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20638,1064,11,1002,8,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20639,1065,12,1001,9,2063,206,苏州城,苏州客栈(3),,,,,,,,,
20711,1066,3,1002,1,2071,207,苏州城,林家堡(1),,,,,,,,,
20712,1067,9,1001,2,2071,207,苏州城,林家堡(1),,,,,,,,,
20713,1068,2,1002,3,2071,207,苏州城,林家堡(1),,,,,,,,,
20714,1069,5,1001,4,2071,207,苏州城,林家堡(1),,,,,,,,,
20715,1070,1,1002,5,2071,207,苏州城,林家堡(1),,,,,,,,,
20716,1067,7,1001,6,2071,207,苏州城,林家堡(1),,,,,,,,,
20717,1068,10,1002,7,2071,207,苏州城,林家堡(1),,,,,,,,,
20718,1069,11,1001,8,2071,207,苏州城,林家堡(1),,,,,,,,,
20719,1070,12,1002,9,2071,207,苏州城,林家堡(1),,,,,,,,,
20721,1071,3,1001,1,2072,207,苏州城,林家堡(1),,,,,,,,,
20722,1072,9,1002,2,2072,207,苏州城,林家堡(1),,,,,,,,,
20723,1073,5,1001,3,2072,207,苏州城,林家堡(1),,,,,,,,,
20724,1074,8,1002,4,2072,207,苏州城,林家堡(1),,,,,,,,,
20725,1075,7,1001,5,2072,207,苏州城,林家堡(1),,,,,,,,,
20726,1072,1,1002,6,2072,207,苏州城,林家堡(1),,,,,,,,,
20727,1073,10,1001,7,2072,207,苏州城,林家堡(1),,,,,,,,,
20728,1074,11,1002,8,2072,207,苏州城,林家堡(1),,,,,,,,,
20729,1075,12,1001,9,2072,207,苏州城,林家堡(1),,,,,,,,,
20731,1076,6,1002,1,2073,207,苏州城,林家堡(1),,,,,,,,,
20732,1077,2,1001,2,2073,207,苏州城,林家堡(1),,,,,,,,,
20733,1078,5,1002,3,2073,207,苏州城,林家堡(1),,,,,,,,,
20734,1079,8,1001,4,2073,207,苏州城,林家堡(1),,,,,,,,,
20735,1080,4,1002,5,2073,207,苏州城,林家堡(1),,,,,,,,,
20736,1077,7,1001,6,2073,207,苏州城,林家堡(1),,,,,,,,,
20737,1078,10,1002,7,2073,207,苏州城,林家堡(1),,,,,,,,,
20738,1079,11,1001,8,2073,207,苏州城,林家堡(1),,,,,,,,,
20739,1080,12,1002,9,2073,207,苏州城,林家堡(1),,,,,,,,,
20811,1001,3,1001,1,2081,208,苏州城,林家堡(2),,,,,,,,,
20812,1002,6,1002,2,2081,208,苏州城,林家堡(2),,,,,,,,,
20813,1003,9,1001,3,2081,208,苏州城,林家堡(2),,,,,,,,,
20814,1004,5,1002,4,2081,208,苏州城,林家堡(2),,,,,,,,,
20815,1005,4,1001,5,2081,208,苏州城,林家堡(2),,,,,,,,,
20816,1002,7,1002,6,2081,208,苏州城,林家堡(2),,,,,,,,,
20817,1003,10,1001,7,2081,208,苏州城,林家堡(2),,,,,,,,,
20818,1004,11,1002,8,2081,208,苏州城,林家堡(2),,,,,,,,,
20819,1005,12,1001,9,2081,208,苏州城,林家堡(2),,,,,,,,,
20821,1006,6,1002,1,2082,208,苏州城,林家堡(2),,,,,,,,,
20822,1007,5,1001,2,2082,208,苏州城,林家堡(2),,,,,,,,,
20823,1008,1,1002,3,2082,208,苏州城,林家堡(2),,,,,,,,,
20824,1009,4,1001,4,2082,208,苏州城,林家堡(2),,,,,,,,,
20825,1010,7,1002,5,2082,208,苏州城,林家堡(2),,,,,,,,,
20826,1007,8,1001,6,2082,208,苏州城,林家堡(2),,,,,,,,,
20827,1008,10,1002,7,2082,208,苏州城,林家堡(2),,,,,,,,,
20828,1009,11,1001,8,2082,208,苏州城,林家堡(2),,,,,,,,,
20829,1010,12,1002,9,2082,208,苏州城,林家堡(2),,,,,,,,,
20831,1011,3,1001,1,2083,208,苏州城,林家堡(2),,,,,,,,,
20832,1012,9,1002,2,2083,208,苏州城,林家堡(2),,,,,,,,,
20833,1013,5,1001,3,2083,208,苏州城,林家堡(2),,,,,,,,,
20834,1014,1,1002,4,2083,208,苏州城,林家堡(2),,,,,,,,,
20835,1015,4,1001,5,2083,208,苏州城,林家堡(2),,,,,,,,,
20836,1012,8,1002,6,2083,208,苏州城,林家堡(2),,,,,,,,,
20837,1013,10,1001,7,2083,208,苏州城,林家堡(2),,,,,,,,,
20838,1014,11,1002,8,2083,208,苏州城,林家堡(2),,,,,,,,,
20839,1015,12,1001,9,2083,208,苏州城,林家堡(2),,,,,,,,,
20911,1016,3,1002,1,2091,209,苏州城,林家堡(3),,,,,,,,,
20912,1017,9,1001,2,2091,209,苏州城,林家堡(3),,,,,,,,,
20913,1018,5,1002,3,2091,209,苏州城,林家堡(3),,,,,,,,,
20914,1019,4,1001,4,2091,209,苏州城,林家堡(3),,,,,,,,,
20915,1020,7,1002,5,2091,209,苏州城,林家堡(3),,,,,,,,,
20916,1017,8,1001,6,2091,209,苏州城,林家堡(3),,,,,,,,,
20917,1018,10,1002,7,2091,209,苏州城,林家堡(3),,,,,,,,,
20918,1019,11,1001,8,2091,209,苏州城,林家堡(3),,,,,,,,,
20919,1020,12,1002,9,2091,209,苏州城,林家堡(3),,,,,,,,,
20921,1021,9,1001,1,2092,209,苏州城,林家堡(3),,,,,,,,,
20922,1022,5,1002,2,2092,209,苏州城,林家堡(3),,,,,,,,,
20923,1023,8,1001,3,2092,209,苏州城,林家堡(3),,,,,,,,,
20924,1024,1,1002,4,2092,209,苏州城,林家堡(3),,,,,,,,,
20925,1025,7,1001,5,2092,209,苏州城,林家堡(3),,,,,,,,,
20926,1022,2,1002,6,2092,209,苏州城,林家堡(3),,,,,,,,,
20927,1023,10,1001,7,2092,209,苏州城,林家堡(3),,,,,,,,,
20928,1024,11,1002,8,2092,209,苏州城,林家堡(3),,,,,,,,,
20929,1025,12,1001,9,2092,209,苏州城,林家堡(3),,,,,,,,,
20931,1026,3,1002,1,2093,209,苏州城,林家堡(3),,,,,,,,,
20932,1027,2,1001,2,2093,209,苏州城,林家堡(3),,,,,,,,,
20933,1028,5,1002,3,2093,209,苏州城,林家堡(3),,,,,,,,,
20934,1029,1,1001,4,2093,209,苏州城,林家堡(3),,,,,,,,,
20935,1030,4,1002,5,2093,209,苏州城,林家堡(3),,,,,,,,,
20936,1027,7,1001,6,2093,209,苏州城,林家堡(3),,,,,,,,,
20937,1028,10,1002,7,2093,209,苏州城,林家堡(3),,,,,,,,,
20938,1029,11,1001,8,2093,209,苏州城,林家堡(3),,,,,,,,,
20939,1030,12,1002,9,2093,209,苏州城,林家堡(3),,,,,,,,,
21011,1031,9,1001,1,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21012,1032,5,1002,2,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21013,1033,8,1001,3,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21014,1034,4,1002,4,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21015,1035,7,1001,5,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21016,1032,1,1002,6,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21017,1033,10,1001,7,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21018,1034,11,1002,8,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21019,1035,12,1001,9,2101,210,苏州城,隐龙窟(1),,,,,,,,,
21021,1036,3,1002,1,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21022,1037,9,1001,2,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21023,1038,5,1002,3,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21024,1039,1,1001,4,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21025,1040,7,1002,5,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21026,1037,8,1001,6,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21027,1038,10,1002,7,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21028,1039,11,1001,8,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21029,1040,12,1002,9,2102,210,苏州城,隐龙窟(1),,,,,,,,,
21031,1041,3,1001,1,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21032,1042,9,1002,2,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21033,1043,2,1001,3,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21034,1044,5,1002,4,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21035,1045,1,1001,5,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21036,1042,7,1002,6,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21037,1043,10,1001,7,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21038,1044,11,1002,8,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21039,1045,12,1001,9,2103,210,苏州城,隐龙窟(1),,,,,,,,,
21111,1046,3,1002,1,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21112,1047,9,1001,2,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21113,1048,5,1002,3,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21114,1049,8,1001,4,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21115,1050,7,1002,5,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21116,1047,1,1001,6,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21117,1048,10,1002,7,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21118,1049,11,1001,8,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21119,1050,12,1002,9,2111,211,苏州城,隐龙窟(2),,,,,,,,,
21121,1051,6,1001,1,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21122,1052,2,1002,2,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21123,1053,5,1001,3,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21124,1054,8,1002,4,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21125,1055,4,1001,5,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21126,1052,7,1002,6,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21127,1053,10,1001,7,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21128,1054,11,1002,8,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21129,1055,12,1001,9,2112,211,苏州城,隐龙窟(2),,,,,,,,,
21131,1056,3,1002,1,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21132,1057,6,1001,2,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21133,1058,9,1002,3,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21134,1059,5,1001,4,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21135,1060,4,1002,5,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21136,1057,7,1001,6,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21137,1058,10,1002,7,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21138,1059,11,1001,8,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21139,1060,12,1002,9,2113,211,苏州城,隐龙窟(2),,,,,,,,,
21211,1061,6,1001,1,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21212,1062,5,1002,2,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21213,1063,1,1001,3,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21214,1064,4,1002,4,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21215,1065,7,1001,5,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21216,1062,8,1002,6,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21217,1063,10,1001,7,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21218,1064,11,1002,8,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21219,1065,12,1001,9,2121,212,苏州城,隐龙窟(3),,,,,,,,,
21221,1066,3,1002,1,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21222,1067,9,1001,2,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21223,1068,5,1002,3,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21224,1069,1,1001,4,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21225,1070,4,1002,5,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21226,1067,8,1001,6,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21227,1068,10,1002,7,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21228,1069,11,1001,8,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21229,1070,12,1002,9,2122,212,苏州城,隐龙窟(3),,,,,,,,,
21231,1071,3,1001,1,2123,212,苏州城,隐龙窟(3),,,,,,,,,
21232,1072,9,1002,2,2123,212,苏州城,隐龙窟(3),,,,,,,,,
21233,1073,5,1001,3,2123,212,苏州城,隐龙窟(3),,,,,,,,,
21234,1074,4,1002,4,2123,212,苏州城,隐龙窟(3),,,,,,,,,
21235,1075,7,1001,5,2123,212,苏州城,隐龙窟(3),,,,,,,,,
21236,1072,8,1002,6,2123,212,苏州城,隐龙窟(3),,,,,,,,,
21237,1073,10,1001,7,2123,212,苏州城,隐龙窟(3),,,,,,,,,
21238,1074,11,1002,8,2123,212,苏州城,隐龙窟(3),,,,,,,,,
21239,1075,12,1001,9,2123,212,苏州城,隐龙窟(3),,,,,,,,,
30111,1076,9,1002,1,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30112,1077,5,1001,2,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30113,1078,8,1002,3,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30114,1079,1,1001,4,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30115,1080,7,1002,5,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30116,1077,2,1001,6,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30117,1078,10,1002,7,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30118,1079,11,1001,8,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30119,1080,12,1002,9,3011,301,白河镇,玉佛寺(1),,,,,,,,,
30121,1001,3,1001,1,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30122,1002,2,1002,2,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30123,1003,5,1001,3,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30124,1004,1,1002,4,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30125,1005,4,1001,5,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30126,1002,7,1002,6,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30127,1003,10,1001,7,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30128,1004,11,1002,8,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30129,1005,12,1001,9,3012,301,白河镇,玉佛寺(1),,,,,,,,,
30131,1006,9,1002,1,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30132,1007,5,1001,2,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30133,1008,8,1002,3,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30134,1009,4,1001,4,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30135,1010,7,1002,5,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30136,1007,1,1001,6,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30137,1008,10,1002,7,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30138,1009,11,1001,8,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30139,1010,12,1002,9,3013,301,白河镇,玉佛寺(1),,,,,,,,,
30211,1011,3,1001,1,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30212,1012,9,1002,2,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30213,1013,5,1001,3,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30214,1014,1,1002,4,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30215,1015,7,1001,5,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30216,1012,8,1002,6,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30217,1013,10,1001,7,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30218,1014,11,1002,8,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30219,1015,12,1001,9,3021,302,白河镇,玉佛寺(2),,,,,,,,,
30221,1016,3,1002,1,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30222,1017,9,1001,2,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30223,1018,2,1002,3,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30224,1019,5,1001,4,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30225,1020,1,1002,5,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30226,1017,7,1001,6,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30227,1018,10,1002,7,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30228,1019,11,1001,8,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30229,1020,12,1002,9,3022,302,白河镇,玉佛寺(2),,,,,,,,,
30231,1021,3,1001,1,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30232,1022,9,1002,2,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30233,1023,5,1001,3,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30234,1024,8,1002,4,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30235,1025,7,1001,5,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30236,1022,1,1002,6,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30237,1023,10,1001,7,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30238,1024,11,1002,8,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30239,1025,12,1001,9,3023,302,白河镇,玉佛寺(2),,,,,,,,,
30311,1026,6,1002,1,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30312,1027,2,1001,2,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30313,1028,5,1002,3,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30314,1029,8,1001,4,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30315,1030,4,1002,5,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30316,1027,7,1001,6,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30317,1028,10,1002,7,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30318,1029,11,1001,8,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30319,1030,12,1002,9,3031,303,白河镇,玉佛寺(3),,,,,,,,,
30321,1031,3,1001,1,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30322,1032,6,1002,2,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30323,1033,9,1001,3,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30324,1034,5,1002,4,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30325,1035,4,1001,5,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30326,1032,7,1002,6,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30327,1033,10,1001,7,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30328,1034,11,1002,8,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30329,1035,12,1001,9,3032,303,白河镇,玉佛寺(3),,,,,,,,,
30331,1036,6,1002,1,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30332,1037,5,1001,2,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30333,1038,1,1002,3,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30334,1039,4,1001,4,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30335,1040,7,1002,5,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30336,1037,8,1001,6,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30337,1038,10,1002,7,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30338,1039,11,1001,8,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30339,1040,12,1002,9,3033,303,白河镇,玉佛寺(3),,,,,,,,,
30411,1041,3,1001,1,3041,304,白河镇,黑水镇(1),,,,,,,,,
30412,1042,9,1002,2,3041,304,白河镇,黑水镇(1),,,,,,,,,
30413,1043,5,1001,3,3041,304,白河镇,黑水镇(1),,,,,,,,,
30414,1044,1,1002,4,3041,304,白河镇,黑水镇(1),,,,,,,,,
30415,1045,4,1001,5,3041,304,白河镇,黑水镇(1),,,,,,,,,
30416,1042,8,1002,6,3041,304,白河镇,黑水镇(1),,,,,,,,,
30417,1043,10,1001,7,3041,304,白河镇,黑水镇(1),,,,,,,,,
30418,1044,11,1002,8,3041,304,白河镇,黑水镇(1),,,,,,,,,
30419,1045,12,1001,9,3041,304,白河镇,黑水镇(1),,,,,,,,,
30421,1046,3,1002,1,3042,304,白河镇,黑水镇(1),,,,,,,,,
30422,1047,9,1001,2,3042,304,白河镇,黑水镇(1),,,,,,,,,
30423,1048,5,1002,3,3042,304,白河镇,黑水镇(1),,,,,,,,,
30424,1049,4,1001,4,3042,304,白河镇,黑水镇(1),,,,,,,,,
30425,1050,7,1002,5,3042,304,白河镇,黑水镇(1),,,,,,,,,
30426,1047,8,1001,6,3042,304,白河镇,黑水镇(1),,,,,,,,,
30427,1048,10,1002,7,3042,304,白河镇,黑水镇(1),,,,,,,,,
30428,1049,11,1001,8,3042,304,白河镇,黑水镇(1),,,,,,,,,
30429,1050,12,1002,9,3042,304,白河镇,黑水镇(1),,,,,,,,,
30431,1051,9,1001,1,3043,304,白河镇,黑水镇(1),,,,,,,,,
30432,1052,5,1002,2,3043,304,白河镇,黑水镇(1),,,,,,,,,
30433,1053,8,1001,3,3043,304,白河镇,黑水镇(1),,,,,,,,,
30434,1054,1,1002,4,3043,304,白河镇,黑水镇(1),,,,,,,,,
30435,1055,7,1001,5,3043,304,白河镇,黑水镇(1),,,,,,,,,
30436,1052,2,1002,6,3043,304,白河镇,黑水镇(1),,,,,,,,,
30437,1053,10,1001,7,3043,304,白河镇,黑水镇(1),,,,,,,,,
30438,1054,11,1002,8,3043,304,白河镇,黑水镇(1),,,,,,,,,
30439,1055,12,1001,9,3043,304,白河镇,黑水镇(1),,,,,,,,,
30511,1056,3,1002,1,3051,305,白河镇,黑水镇(2),,,,,,,,,
30512,1057,2,1001,2,3051,305,白河镇,黑水镇(2),,,,,,,,,
